pert_id,canonical_smiles,inchi_key,pert_iname,pert_type
BRD-K48722258,COC1CC(CC(OC)C1OC)C(=O)OCCCN1CCCN(CCCOC(=O)C2CC(OC)C(OC)C(OC)C2)CC1,QVZCXCJXTMIDME-UHFFFAOYSA-N,dilazep,trt_cp
BRD-A69636825,COC1CCC(CC1)C1SC2CCCCC2N(CCN(C)C)C(=O)C1OC(C)=O,HSUGRBWQSSZJOP-UHFFFAOYSA-N,diltiazem,trt_cp
BRD-K30126819,OS(=O)(=O)CCSSCCS(O)(=O)=O,BYUKOOOZTSTOOH-UHFFFAOYSA-N,dimesna,trt_cp
BRD-K31111078,COC(=O)\C=C\C(=O)OC,LDCRTTXIJACKKU-ONEGZZNKSA-N,dimethyl-fumarate,trt_cp
BRD-K92848252,NC(=N)C1CCC(N\N=N\C2CCC(CC2)C(N)=N)CC1,XNYZHCFCZNMTFY-UHFFFAOYSA-N,diminazene-aceturate,trt_cp
BRD-K13662825,CCC1CNN2C(NCC3CCC[N+]([O-])C3)CC(NC12)N1CCCC[C@H]1CCO,PIMQWRZWLQKKBJ-SFHVURJKSA-N,dinaciclib,trt_cp
BRD-K81672972,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,PXGPLTODNUVGFL-YNNPMVKQSA-N,dinoprost,trt_cp
BRD-K94436377,COC1CCC(CC1O)-C1CC(=O)C2C(O)CC(O[C@@H]3O[C@H](CO[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)CC2O1,GZSOSUNBTXMUFQ-YFAPSIMESA-N,diosmin,trt_cp
BRD-K01663662,OC(CCCN1CCCCC1)(C1CCCCC1)C1CCCCC1,OGAKLTJNUQRZJU-UHFFFAOYSA-N,diphenidol,trt_cp
BRD-K22936972,CN1CCC(CC1)OC(C1CCCCC1)C1CCCCC1,OWQUZNMMYNAXSL-UHFFFAOYSA-N,diphenylpyraline,trt_cp
BRD-K64838454,FC1CCC2NC(CCC#CC3CCCCN3)CN2C1,LZXMUJCJAWVHPZ-UHFFFAOYSA-N,dipraglurant,trt_cp
BRD-K86301799,OCCN(CCO)C1NC(N2CCCCC2)C2NC(NC(N3CCCCC3)C2N1)N(CCO)CCO,IZEKFCXSFNUWAM-UHFFFAOYSA-N,dipyridamole,trt_cp
BRD-A29734509,CC(C)N(CCC(C(N)=O)(C1CCCCC1)C1CCCCN1)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-N,disopyramide,trt_cp
BRD-K32744045,CCN(CC)C(=S)SSC(=S)N(CC)CC,AUZONCFQVSMFAP-UHFFFAOYSA-N,disulfiram,trt_cp
BRD-K89274813,FC1CC(CC2(CC3CCNC(F)C3)C3CCCCC3C(=O)C3CCCCC23)CCN1,MUJBUUDUXGDXLW-UHFFFAOYSA-N,DMP-543,trt_cp
BRD-K54936858,CCC[C@@H](NC(=O)N1[C@@H](OC2CCC(CC2)C(=O)N2CCN(C)CC2)C(CC)(CC)C1=O)C1CCC2OCOC2C1,ZSDCIRYNTCVTMF-GIGWZHCTSA-N,DMP-777,trt_cp
DMSO,CS(=O)C,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,DMSO,ctl_vehicle
BRD-A05821830,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@]1(C)C2[C@H](OC(=O)C2CCCCC2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C3CCCCC3)C(C)=C([C@@H](O)C1=O)C2(C)C,ZDZOTLJHXYCWBA-JXHJHTFNSA-N,docetaxel,trt_cp
BRD-A14941520,OC(COC1CCCC2NCCCC12)CN1CCN(CC1)C(=O)C(C1CCCCC1)C1CCCCC1,KLWUUPVJTLHYIM-UHFFFAOYSA-N,dofequidar,trt_cp
BRD-K34008116,O=C(O[C@H]1C[C@@H]2C[C@@H]3C[C@@H](C1)N2CC3=O)C1C[NH]C2CCCCC12,UKTAZPQNNNJVKR-XDQVBPFNSA-N,dolasetron,trt_cp
BRD-K78567475,CC[C@H](C)[C@@H]([C@@H](CC(=O)N1CCC[C@H]1[C@H](OC)[C@@H](C)C(=O)N[C@@H](CC1CCCCC1)C1NCCS1)OC)N(C)C(=O)[C@@H](NC(=O)[C@H](C(C)C)N(C)C)C(C)C,OFDNQWIFNXBECV-VFSYNPLYSA-N,dolastatin-10,trt_cp
BRD-K36386086,C[C@H]1CCO[C@H]2CN3CC(C(=O)NCC4CCC(F)CC4F)C(=O)C(O)C3C(=O)N12,RHWKPHLQXYSBKR-BONVTDFDSA-N,dolutegravir,trt_cp
BRD-A49160188,COC1CC2CC(CC3CCN(CC4CCCCC4)CC3)C(=O)C2CC1OC,ADEBPBSSDYVVLD-UHFFFAOYSA-N,donepezil,trt_cp
BRD-K31092604,NCCC1C[NH]C2CCC(OCC(=O)N3CCN(CC3)C3CCC(CC3)C#N)CC12,SOHCKWZVTCTQBG-UHFFFAOYSA-N,donitriptan,trt_cp
BRD-K43887077,NCCC1CCC(O)C(O)C1,VYFYYTLLBUKUHU-UHFFFAOYSA-N,dopamine,trt_cp
BRD-K74065929,CC1CCC(CC1)-N1NC(CC1NC(=O)NC1CCC(OCCN2CCOCC2)C2CCCCC12)C(C)(C)C,MVCOAUNKQVWQHZ-UHFFFAOYSA-N,doramapimod,trt_cp
BRD-K71075609,CCN[C@@H]1C[C@H](C)S(=O)(=O)C2SC(CC12)S(N)(=O)=O,IAVUPMFITXYVAF-POYBYMJQSA-N,dorzolamide,trt_cp
BRD-K54759182,CN(C)CC\C=C1/C2CCCCC2CSC2CCCCC12,PHTUQLWOUWZIMZ-GZTJUZNOSA-N,dosulepin,trt_cp
BRD-K85402309,CN1CCN(CC1)C1CCC2NC([NH]C2C1)-C1C(N)C2C(F)CCCC2[NH]C1=O,BAWMTQUBRCAWFL-ZZEZOPTASA-N,dovitinib,trt_cp
BRD-A46179541,CCN1CC(CCN2CCOCC2)C(C1=O)(C1CCCCC1)C1CCCCC1,XFDJYSQDBULQSI-UHFFFAOYSA-N,doxapram,trt_cp
BRD-A13188892,COC1CC2NC(NC(N)C2CC1OC)N1CCN(CC1)C(=O)C1COC2CCCCC2O1,RUZYUOTYCVRMRZ-UHFFFAOYSA-N,doxazosin,trt_cp
BRD-K37694030,CN(C)CC\C=C1\C2CCCCC2COC2CCCCC12,ODQWQRRAPPTVAG-BOPFTXTBSA-N,doxepin,trt_cp
BRD-K83057217,C[C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1CC(F)C(=O)[NH]C1=O,ZWAOHEXOSAUJHY-YQHTUYAKSA-N,doxifluridine,trt_cp
BRD-K70507123,CN1C2NCN(CC3OCCO3)C2C(=O)N(C)C1=O,HWXIGFIVGWUZAO-UHFFFAOYSA-N,doxofylline,trt_cp
BRD-K92093830,COC1CCCC2C(=O)C3C(O)C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4C(O)C3C(=O)C12)C(=O)CO,AOJJSUZBOXZQNB-TZSSRYMLSA-N,doxorubicin,trt_cp
BRD-A08545410,C[C@@H]1[C@H]2[C@H](O)[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C2C(=O)C2C(O)CCCC12,VXVNYCRICCVPTD-MULYGRJNSA-N,doxycycline,trt_cp
BRD-K01824921,CCCN1C2[NH]C(NC2C(=O)N(CCC)C1=O)C1CCCC1,FFBDFADSZUINTG-UHFFFAOYSA-N,DPCPX,trt_cp
BRD-A64553394,OC(COC1CCCC2[NH]C(CC12)C#N)CN1CCN(CC1)C(C1CCCCC1)C1CCCCC1,BYBYHCOEAFHGJL-UHFFFAOYSA-N,DPI-201106,trt_cp
BRD-K05524748,CCCCN(CCCC)CCCOC1CCC(CC1)C(=O)C1C(CCCC)OC2CCC(NS(C)(=O)=O)CC12,ZQTNQVWKHCQYLQ-UHFFFAOYSA-N,dronedarone,trt_cp
BRD-K97158071,FC1CCC(CC1)C(=O)CCCN1CCC(=CC1)N1C2CCCCC2[NH]C1=O,RMEDXOLNCUSCGS-UHFFFAOYSA-N,droperidol,trt_cp
BRD-A00938334,C[C@]12CCC3C([C@H]4C[C@H]4C4=CC(=O)CC[C@]34C)C1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1,METQSPRSQINEEU-GGORKCOASA-N,drospirenone,trt_cp
BRD-K08859203,N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CO)C(O)=O,NNRFRJQMBSBXGO-CIUDSAMLSA-N,DU-728,trt_cp
BRD-K71103788,CNCC[C@H](OC1CCCC2CCCCC12)C1CCCS1,ZEUITGRIYCTCEM-KRWDZBQOSA-N,duloxetine,trt_cp
BRD-K28984613,C[C@]12CC[C@@H]3[C@@H](CC[C@H]4NC(=O)C=C[C@]34C)[C@@H]1CC[C@H]2C(=O)NC1CC(CCC1C(F)(F)F)C(F)(F)F,JWJOTENAMICLJG-UUJLXMGASA-N,dutasteride,trt_cp
BRD-K50564936,COC1CC(CCC1-N1CNC(C)C1)\C=C1/CCCN([C@@H](C)C2CCC(F)CC2)C1=O,PUOAETJYKQITMO-LANLRWRYSA-N,E-2012,trt_cp
BRD-K29359156,O=C1N([SE]C2CCCCC12)-C1CCCCC1,DYEFUKCXAQOFHX-UHFFFAOYSA-N,ebselen,trt_cp
BRD-K03353589,CC(C)C1CC2CC[C@H]3[C@@](C)(CCC[C@]3(C)C2CC1S(O)(=O)=O)C(O)=O,IWCWQNVIUXZOMJ-MISYRCLQSA-N,ecabet,trt_cp
BRD-A51820102,CLC1CCC(COC(CN2CCNC2)C2CCC(CL)CC2CL)CC1,LEZWWPYKPKIXLL-UHFFFAOYSA-N,econazole,trt_cp
BRD-K29322660,CN(C)C(=O)[C@@H]1CC[C@H](NC(=O)C(=O)NC2CCC(CL)CN2)[C@H](C1)NC(=O)C1NC2CCN(C)CC2S1,HGVDHZBSSITLCT-KMFMINBZSA-N,edoxaban,trt_cp
BRD-K86892782,CCC1CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)[NH]C1=O,XACKNLSZYYIACO-DJLDLDEBSA-N,edoxudine,trt_cp
BRD-K37355418,CC1CC(C)CC(NC(=O)CC2CCC(OC(C)(C)C(O)=O)CC2)C1,BNFRJXLZYUTIII-UHFFFAOYSA-N,efaproxiral,trt_cp
BRD-A24560335,CC1CC(OC2CCC3NC(COC4CCC(CC5SC(=O)NC5=O)CC4)N(C)C3C2)CC(C)C1N,JCYNMRJCUYVDBC-UHFFFAOYSA-N,efatutazone,trt_cp
BRD-K40758068,FC(F)(F)[C@]1(OC(=O)NC2CCC(CL)CC12)C#CC1CC1,XPOQHMRABVBWPR-ZDUSSCGKSA-N,efavirenz,trt_cp
BRD-A96292436,NCCCC(N)(C(F)F)C(O)=O,VLCYCQAOQCDTCN-UHFFFAOYSA-N,eflornithine,trt_cp
BRD-K88807631,COC1CC2CCN(CCC3CCC(NC(=O)C4CCCC5C4[NH]C4C(OC)CCCC4C5=O)CC3)CC2CC1OC,OSFCMRGOZNQUSW-UHFFFAOYSA-N,elacridar,trt_cp
BRD-K82135108,CN(NC(=O)CC(=O)NN(C)C(=S)C1CCCCC1)C(=S)C1CCCCC1,BKJIXTWSNXCKJH-UHFFFAOYSA-N,elesclomol,trt_cp
BRD-K30466858,OC1CC2C3C(OC(=O)C4CC(O)C(O)C(OC2=O)C34)C1O,AFSDNFLWKVMVRB-UHFFFAOYSA-N,ellagic-acid,trt_cp
BRD-K54472332,COC1CC2N(CC(C(O)=O)C(=O)C2CC1CC1CCCC(CL)C1F)[C@H](CO)C(C)C,JUZYLCPPVHEVSV-LJQANCHMSA-N,elvitegravir,trt_cp
BRD-K97963946,CN1CCC(COC2CNC(NC2)-C2CCCC(CN3NC(CCC3=O)-C3CCCC(C3)C#N)C2)CC1,AHYMHWXQRWRBKT-UHFFFAOYSA-N,EMD-1214063,trt_cp
BRD-A65248799,COC1CCC(CC1OC)C(=O)N1CCCC2CC(CCC12)C1=NNC(=O)SC1C,IZLRMTJLQCLMKF-UHFFFAOYSA-N,EMD-53998,trt_cp
BRD-K15010214,CCOCCN1C(NC2CCCCC12)N1CCCN(C)CC1,KBUZBQVCBVDWKX-UHFFFAOYSA-N,emedastine,trt_cp
BRD-K53765467,OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C1CCC(CL)C(CC2CCC(O[C@H]3CCOC3)CC2)C1,OBWASQILIWPZMG-QZMOQZSNSA-N,empagliflozin,trt_cp
BRD-K61452026,NC1NC(=O)N(CC1F)[C@@H]1CS[C@H](CO)O1,XQSPYNMVSIKCOC-NTSWFWBYSA-N,emtricitabine,trt_cp
BRD-K57545991,CCOC(=O)[C@H](CCC1CCCCC1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,GBXSMTUPTTWBMN-XIRDDKMYSA-N,enalapril,trt_cp
BRD-K68488863,CN1CCN(CC1)C1CC(NC2CC(C)[NH]N2)NC(\C=C\C2CCCCC2)N1,BLQYVHBZHAISJM-CMDGGOBGSA-N,ENMD-2076,trt_cp
BRD-K78113049,CCN1CC(C(O)=O)C(=O)C2CC(F)C(NC12)N1CCNCC1,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,enoxacin,trt_cp
BRD-K80535353,C[C@]12CC[C@@](C)(C[C@@H]1C1=CC(=O)[C@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(O)=O,MPDGHEJMBKOTSU-AOLSMHRZSA-N,enoxolone,trt_cp
BRD-K35007173,CCCN1C2NC[NH]C2C(=O)[NH]C1=O,SIQPXVQCUCHWDI-UHFFFAOYSA-N,enprofylline,trt_cp
BRD-K08206212,NC1NC(=O)C2NCN([C@H]3C[C@H](O)[C@@H](CO)C3=C)C2[NH]1,QDGZDCVAUDNJFG-FXQIFTODSA-N,entecavir,trt_cp
BRD-K77908580,NC1CCCCC1NC(=O)C1CCC(CNC(=O)OCC2CCCNC2)CC1,INVTYAOGFAGBOE-UHFFFAOYSA-N,entinostat,trt_cp
BRD-K56851771,CNC(=O)C1CCC(CC1F)N1C(=S)N(C(=O)C1(C)C)C1CCC(C#N)C(C1)C(F)(F)F,WXCXUHSOUPDCQV-UHFFFAOYSA-N,enzalutamide,trt_cp
BRD-K79404599,CN1CC(C2=C(C(=O)NC2=O)C2CN(C3CCN(CC4CCCCN4)CC3)C3CCCCC23)C2CCCCC12,AXRCEOKUDYDWLF-UHFFFAOYSA-N,enzastaurin,trt_cp
BRD-K47554101,CC(=O)NC[C@H]1CN(C(=O)O1)C1CCC(N2CCN(CC2)C(=O)CO)C(F)C1,SIMWTRCFFSTNMG-AWEZNQCLSA-N,eperezolid,trt_cp
BRD-K55591206,OC1CC(O)C2C[C@@H](OC(=O)C3CC(O)C(O)C(O)C3)[C@H](OC2C1)C1CC(O)C(O)C(O)C1,WMBWREPUVVBILR-WIYYLYMNSA-N,epigallocatechin-gallate-(-),trt_cp
BRD-A98990573,NC1=NCC2N1C1CCCCC1CC1CCCCC21,WHWZLSFABNNENI-UHFFFAOYSA-N,epinastine,trt_cp
BRD-K63126190,CNC[C@H](O)C1CCC(O)C(O)C1,UCTWMZQNUQWSLP-VIFPVBQESA-N,epinephrine,trt_cp
BRD-K39339537,COC1CC(C)NN1-C1NC(C)CC(OC)N1,RHAXSHUQNIEUEY-UHFFFAOYSA-N,epirizole,trt_cp
BRD-K56844688,COC1CCCC2C(=O)C3C(O)C4C[C@](O)(C[C@@H](O[C@H]5C[C@H](N)[C@@H](O)[C@H](C)O5)C4C(O)C3C(=O)C12)C(=O)CO,AOJJSUZBOXZQNB-SQGPBGNMSA-N,epirubicin,trt_cp
BRD-K02314383,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,OBMLHUPNRURLOK-XGRAFVIBSA-N,epitiostanol,trt_cp
BRD-K19761926,COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]22CCC(=O)O2)[C@H]13,JUKPWJGBANNWMW-VWBFHTRKSA-N,eplerenone,trt_cp
BRD-K68164687,C[C@H]1CCC[C@@]2(C)O[C@H]2C[C@@H](OC(=O)C[C@@H](O)C(C)(C)C(=O)[C@H](C)[C@H]1O)C(\C)=C\C1CSC(C)N1,QXRSDHAAWVKZLJ-AXCXJGFASA-N,epothilone-b,trt_cp
BRD-A90547603,NC(=N)NCCCCC1NC(=O)CCSSCC(NC(=O)C2CCCN2C(=O)C(CC2C[NH]C3CCCCC23)NC(=O)C(CC(O)=O)NC(=O)CNC1=O)C(N)=O,CZKPOZZJODAYPZ-UHFFFAOYSA-N,eptifibatide,trt_cp
BRD-K57754230,CC1CC(C)C(CNC(=O)C2CC(CC3N(NCC23)C2CCCC2)-C2CCC(CN3CCOCC3)CC2)C(=O)[NH]1,ZOIBZSZLMJDVDQ-UHFFFAOYSA-N,EPZ-005687,trt_cp
BRD-K54847683,OC1CCC(CC1)[C@H]1COC2CC(O)CCC2C1,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,equol,trt_cp
BRD-K84163249,C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C,ZGLHBRQAEXKACO-XJRQOBMKSA-N,ercalcitriol,trt_cp
BRD-K70401845,COCCOC1CC2NCNC(NC3CCCC(C3)C#C)C2CC1OCCOC,AAKJLRGGTJKAMG-UHFFFAOYSA-N,erlotinib,trt_cp
BRD-K80608265,OC1CCC(CC1)[C@@H]1OC2CCC(O)CC2[C@@H]2CCC[C@H]12,XIESSJVMWNJCGZ-VKJFTORMSA-N,erteberel,trt_cp
BRD-K63550407,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,ULGZDMOVFRHVEP-RWJQBGPGSA-N,erythromycin,trt_cp
BRD-K51677086,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,NSYZCCDSJNWWJL-YXOIYICCSA-N,erythromycin-ethylsuccinate,trt_cp
BRD-K70301876,CN(C)CCC[C@]1(OCC2CC(CCC12)C#N)C1CCC(F)CC1,WSEQXVZVJXJVFP-FQEVSTJZSA-N,escitalopram,trt_cp
BRD-K36270037,OC[C@H]1O[C@@H](OC2CC3CCC(=O)OC3CC2O)[C@@H](O)[C@@H](O)[C@@H]1O,XHCADAYNFIFUHF-JSFFLRCESA-N,esculin,trt_cp
BRD-A07395371,COC(=O)CCC1CCC(OCC(O)CNC(C)C)CC1,AQNDDEOPVVGCPG-UHFFFAOYSA-N,esmolol,trt_cp
BRD-A55962179,COC1CCC2NC([NH]C2C1)S(=O)CC1NCC(C)C(OC)C1C,SUBDBMMJDZJVOS-UHFFFAOYSA-N,omeprazole,trt_cp
BRD-A18917088,C[C@]12CCC3C(CCC4CC(O)CCC34)C1CC[C@@H]2O,VOXZDWNPVJITMN-PAOLREHBSA-N,estradiol,trt_cp
BRD-A70858459,C[C@]12CCC3C(CCC4CC(OC(=O)N(CCCL)CCCL)CCC34)C1CC[C@@H]2O,FRPJXPJMRWBBIH-ZZSVNSIZSA-N,estramustine,trt_cp
BRD-K00077635,C[C@]12CC[C@H]3[C@@H](CCC4CC(OC(=O)N(CCCL)CCCL)CCC34)[C@@H]1CC[C@@H]2OP(O)(O)=O,ADFOJJHRTBFFOF-RBRWEJTLSA-N,estramustine-phosphate,trt_cp
BRD-A18620900,C[C@]12CCC3C(CCC4CC(O)CCC34)C1C[C@@H](O)[C@@H]2O,PROQIPRRNZUXQM-YDGSGPMOSA-N,estriol,trt_cp
BRD-A37959677,C[C@]12CCC3C(CCC4CC(O)CCC34)C1CCC2=O,DNXHEGUUPJUMQT-GUZDXLFXSA-N,estrone,trt_cp
BRD-K63630713,CCC(=C)C(=O)C1CCC(OCC(O)=O)C(CL)C1CL,AVOLMBLBETYQHX-UHFFFAOYSA-N,etacrynic-acid,trt_cp
BRD-K96042922,OCCNC(=O)CN1CCNC1[N+]([O-])=O,WCDWBPCFGJXFJZ-UHFFFAOYSA-N,etanidazole,trt_cp
BRD-K64755930,CCOC(=O)C1CNC2N(CC)NCC2C1NN=C(C)C,OPQRBXUBWHDHPQ-UHFFFAOYSA-N,etazolate,trt_cp
BRD-A02367930,C[C@]12CCC3C(CCC4CC(O)CCC34)C1CC[C@@]2(O)C#C,BFPYWIDHMRZLRN-OQPPHWFISA-N,ethinyl-estradiol,trt_cp
BRD-K82603084,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,KCXVZYZYPLLWCC-UHFFFAOYSA-N,ethylenediaminetetraacetic-acid,trt_cp
BRD-K68232413,CCC1CC2C(S1)-N1C(C)NNC1CN=C2C1CCCCC1CL,VMZUTJCNQWMAGF-UHFFFAOYSA-N,etizolam,trt_cp
BRD-A74667430,CCC1CCCC2C3CCOC(CC)(CC(O)=O)C3[NH]C12,NNYBQONXHNTVIJ-UHFFFAOYSA-N,etodolac,trt_cp
BRD-K73541271,OCCOCCOC(=O)C1CCCCC1NC1CCCC(C1)C(F)(F)F,XILVEPYQJIOVNB-UHFFFAOYSA-N,etofenamate,trt_cp
BRD-K49840922,CN1C2NCN(CCOC(=O)C(C)(C)OC3CCC(CL)CC3)C2C(=O)N(C)C1=O,KYAKGJDISSNVPZ-UHFFFAOYSA-N,etofylline-clofibrate,trt_cp
BRD-A54880345,CCOC(=O)C1CNCN1C(C)C1CCCCC1,NPUKDXXFDDZOKR-UHFFFAOYSA-N,etomidate,trt_cp
BRD-K32405725,CCOC(=O)[C@@]1(CCCCCCOC2CCC(CL)CC2)CO1,DZLOHEOHWICNIL-QGZVFWFLSA-N,etomoxir,trt_cp
BRD-K37798499,COC1CC(CC(OC)C1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)C2CC3OCOC3CC12,VJJPUSNTGOMMGY-MRVIYFEKSA-N,etoposide,trt_cp
BRD-A33280134,COC1CC(CC(OC)C1O)[C@H]1[C@@H]2C(COC2=O)C(OC2O[C@@H]3COC(C)O[C@H]3[C@H](O)[C@H]2O)C2CC3OCOC3CC12,VJJPUSNTGOMMGY-GEGAHKOSSA-N,etoposide,trt_cp
BRD-K54770957,CC1CCC(CN1)-C1NCC(CL)CC1-C1CCC(CC1)S(C)(=O)=O,MNJVRJDLRVPLFE-UHFFFAOYSA-N,etoricoxib,trt_cp
BRD-K74717603,CC1CC(CC(C)C1OC1NC(NC2CCC(CC2)C#N)NC(N)C1BR)C#N,PYGWGZALEOIKDF-UHFFFAOYSA-N,etravirine,trt_cp
BRD-K32977963,COC1CC(CC=C)CCC1O,RRAFCDWBNXTKKO-UHFFFAOYSA-N,eugenol,trt_cp
BRD-A25736793,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC,HKVAMNSJSFKALM-UHFFFAOYSA-N,everolimus,trt_cp
BRD-K13514097,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,HKVAMNSJSFKALM-GKUWKFKPSA-N,everolimus,trt_cp
BRD-K13154216,CO[C@@H]1C[C@H](C[C@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OCCO,HKVAMNSJSFKALM-MUKRYTAKSA-N,everolimus,trt_cp
BRD-K71603915,CLC1CCCC2CC(SC12)C(=O)N[C@H]1CN2CCC1CC2,SSRDSYXGYPJKRR-ZDUSSCGKSA-N,EVP-6124,trt_cp
BRD-K76964878,NC(=O)[C@H]1CCCC2C1[NH]C1CCC(CL)CC21,FUZYTVDVLBBXDL-VIFPVBQESA-N,EX-527,trt_cp
BRD-A73908300,NC(=O)C1CCCC2C1[NH]C1CCC(CL)CC21,FUZYTVDVLBBXDL-UHFFFAOYSA-N,EX-527,trt_cp
BRD-K12609457,CCCCCCOC1CCCCC1C(N)=O,CKSJXOVLXUMMFF-UHFFFAOYSA-N,exalamide,trt_cp
BRD-A73741725,C[C@]12CCC3C(CC(=C)C4=CC(=O)C=C[C@]34C)C1CCC2=O,BFYIZQONLCFLEV-VQIOPMHJSA-N,exemestane,trt_cp
BRD-K81795818,CC(C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC2CNC[NH]2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(N)=O)NC(C)=O,FQVLRGLGWNWPSS-BXBUPLCLSA-N,exherin,trt_cp
BRD-K65716359,OC1CCC(C(=O)C2CC(O)C(O)C(O)C2)C(O)C1O,XEDWWPGWIXPVRQ-UHFFFAOYSA-N,exifone,trt_cp
BRD-A25619068,N#CC1CCC(CC1)C1CCCC2CNCN12,CLPFFLWZZBQMAO-UHFFFAOYSA-N,fadrozole,trt_cp
BRD-K45033733,CC(=O)OCC(CCN1CNC2CNC(N)NC12)COC(C)=O,GGXKWVWZWMLJEH-UHFFFAOYSA-N,famciclovir,trt_cp
BRD-K00673382,NC(N)=NC1NC(CSCC\C(N)=N/S(N)(=O)=O)CS1,XUFQPHANEAPEMJ-UHFFFAOYSA-N,famotidine,trt_cp
BRD-A49622760,CC(O)C1C2SC(C3CCCO3)=C(N2C1=O)C(O)=O,HGGAKXAHAYOLDJ-UHFFFAOYSA-N,faropenem,trt_cp
BRD-K76617868,O=S(=O)(N1CCCNCC1)C1CCCC2CNCCC12,NGOGFTYYXHNFQH-UHFFFAOYSA-N,fasudil,trt_cp
BRD-K04264130,NC(=O)C1NC(F)CNC1O,ZCGNOVWYSGBHAU-UHFFFAOYSA-N,favipiravir,trt_cp
BRD-K18157228,NC1NC(=O)N(CC1F)[C@H]1C[C@H](O)[C@@H](CO)O1,IDYKCXHJJGMAEV-RRKCRQDMSA-N,fdcyd,trt_cp
BRD-K48367671,CC(C)COC1CCC(CC1C#N)-C1NC(C)C(S1)C(O)=O,BQSJTQLCZDPROO-UHFFFAOYSA-N,febuxostat,trt_cp
BRD-K99107520,NC(=O)OCC(COC(N)=O)C1CCCCC1,WKGXYQFOCVYPAC-UHFFFAOYSA-N,felbamate,trt_cp
BRD-K91740057,OC(=O)CC1CCC(CC1)-C1CCCCC1,QRZAKQDHEVVFRX-UHFFFAOYSA-N,felbinac,trt_cp
